epoch,average,stdev,sharpe,
45,0.000115045,0.008787,0.0130926,
46,0.000171481,0.00941492,0.0182137,
47,0.000246094,0.00947838,0.0259637,
48,-8.74124e-05,0.00937994,-0.00931908,
49,-0.000155342,0.00913125,-0.0170121,
50,1.76123e-05,0.00932925,0.00188786,
51,-0.000127228,0.00929056,-0.0136943,
52,-0.000213477,0.0089832,-0.023764,
53,7.71275e-05,0.00930688,0.00828715,
54,-5.55606e-06,0.00927734,-0.000598885,
55,0.000239468,0.00937863,0.0255334,
56,0.000119286,0.00928254,0.0128505,
57,-0.000132941,0.00942154,-0.0141103,
58,0.000133872,0.00917939,0.0145839,
59,0.000249705,0.00919019,0.0271709,
60,-6.83114e-05,0.00924755,-0.00738697,
61,-0.0001933,0.00921347,-0.0209802,
62,-0.000360158,0.00898515,-0.0400837,
63,-0.000355262,0.00917647,-0.0387144,
64,-7.99854e-05,0.0091131,-0.00877696,
65,-0.000125343,0.00922951,-0.0135806,
66,-3.16793e-05,0.00904759,-0.00350141,
67,-5.43869e-05,0.00900329,-0.00604078,
68,6.16367e-05,0.00880659,0.00699892,
69,-3.8987e-05,0.00911758,-0.00427602,
70,-0.000194653,0.00911405,-0.0213574,
71,9.96051e-05,0.00907202,0.0109794,
72,-6.32975e-05,0.00938588,-0.0067439,
73,-0.000213646,0.00939458,-0.0227414,
74,-6.27832e-05,0.00917472,-0.00684306,
75,0.000166301,0.00916884,0.0181376,
76,-0.000158499,0.00928616,-0.0170683,
77,-1.90111e-05,0.00908598,-0.00209235,
78,-5.39343e-05,0.0092197,-0.00584989,
79,8.62383e-05,0.00938222,0.00919168,
80,7.09667e-05,0.00907809,0.00781736,
81,0.000219234,0.00904965,0.0242257,
82,-0.000139176,0.00915721,-0.0151985,
83,-4.53946e-05,0.00928301,-0.00489007,
84,5.88696e-05,0.0090383,0.00651335,
85,2.05236e-05,0.00897415,0.00228697,
86,1.98122e-05,0.00909538,0.00217827,
87,-0.000115613,0.00908172,-0.0127303,
88,3.68992e-05,0.00917742,0.00402065,
89,-9.81792e-05,0.00890374,-0.0110267,
90,-0.000358086,0.00917584,-0.0390248,
91,0.000285472,0.00899342,0.0317424,
92,0.00028859,0.00930057,0.0310293,
93,-0.00010788,0.00946972,-0.0113921,
94,6.02223e-05,0.0091304,0.0065958,
95,-0.000293372,0.00923383,-0.0317714,
96,0.000341234,0.00917181,0.0372046,
97,-0.000105841,0.00923226,-0.0114642,
98,-0.000112469,0.00921139,-0.0122098,
99,-5.18781e-06,0.00897815,-0.000577826,
100,-3.14205e-05,0.00929852,-0.00337909,
101,-0.000385013,0.00917705,-0.0419539,
102,4.80894e-05,0.00923035,0.00520992,
103,-3.68434e-05,0.00911796,-0.00404076,
104,1.12574e-05,0.00922732,0.00122001,
105,-9.50416e-05,0.0092816,-0.0102398,
106,-5.90057e-05,0.00955716,-0.00617398,
107,-2.8192e-06,0.00894363,-0.000315218,
108,-4.73856e-05,0.00906327,-0.00522831,
109,-8.26837e-05,0.0092731,-0.00891651,
110,-5.88033e-05,0.00930928,-0.00631663,
111,0.000115621,0.00905519,0.0127685,
112,-3.4495e-05,0.00925951,-0.00372535,
113,-5.60865e-05,0.0091537,-0.00612719,
114,2.02831e-05,0.00924501,0.00219395,
115,6.631e-05,0.00901749,0.00735349,
116,-9.25437e-05,0.00903605,-0.0102416,
117,0.000432773,0.00915881,0.047252,
118,-0.000116929,0.00911237,-0.0128319,
119,-0.00031285,0.00893856,-0.0350001,
120,-4.75035e-05,0.00918367,-0.0051726,
121,-0.000118681,0.00931879,-0.0127356,
122,5.92873e-05,0.00930155,0.00637391,
123,5.90133e-05,0.0090872,0.00649412,
124,-0.000343966,0.00924838,-0.0371921,
125,-0.000314048,0.00949286,-0.0330826,
126,-6.35276e-05,0.0092608,-0.00685985,
127,-0.000223404,0.00922001,-0.0242303,
128,-0.000156979,0.00900791,-0.0174268,
129,-0.00026984,0.00899615,-0.029995,
130,0.000169903,0.00926334,0.0183415,
131,-0.000292423,0.00920318,-0.0317741,
132,-8.87726e-05,0.0092748,-0.00957138,
133,3.85761e-05,0.00903937,0.00426757,
134,-2.99069e-05,0.00914555,-0.0032701,
135,3.07253e-05,0.00924924,0.00332193,
136,6.81347e-05,0.00908969,0.00749582,
137,-0.000115561,0.00929148,-0.0124373,
138,-6.85275e-06,0.00908063,-0.000754656,
139,-9.41029e-05,0.00924336,-0.0101806,
140,-8.33122e-05,0.0094608,-0.00880604,
141,-7.11442e-05,0.00941998,-0.00755248,
142,0.000191791,0.00911516,0.0210409,
143,8.86447e-05,0.00930952,0.00952194,
144,0.000325898,0.00923759,0.0352795,
145,1.12456e-06,0.00926937,0.00012132,
146,6.08268e-05,0.0092444,0.00657985,
147,8.83154e-05,0.00918293,0.00961734,
148,0.000173789,0.00935872,0.0185697,
149,-0.000187889,0.00896658,-0.0209544,
150,0.000116764,0.00927252,0.0125924,
151,-0.000320868,0.00915621,-0.0350438,
152,-5.0651e-05,0.00932822,-0.00542986,
153,-0.000204833,0.00911964,-0.0224606,
154,-8.4894e-05,0.00907332,-0.00935644,
155,-0.00027241,0.00964393,-0.0282468,
156,-6.68313e-05,0.00912934,-0.00732049,
157,0.000221871,0.00918144,0.0241652,
158,0.000109308,0.00931599,0.0117334,
159,-0.000104655,0.00923125,-0.011337,
160,0.000213579,0.00917315,0.023283,
161,-1.33241e-05,0.009274,-0.00143671,
162,-4.04564e-05,0.00901521,-0.00448758,
163,-0.000113519,0.00922868,-0.0123007,
164,2.75882e-05,0.00936107,0.00294712,
165,0.000141319,0.00915179,0.0154417,
166,0.000189229,0.00929633,0.0203552,
167,-0.000320879,0.009199,-0.034882,
168,7.02745e-05,0.00925752,0.00759107,
169,-0.000164363,0.00941174,-0.0174636,
170,-9.27816e-05,0.00945856,-0.00980927,
171,-0.000158284,0.00945618,-0.0167387,
172,-0.000113262,0.00956729,-0.0118385,
173,5.24385e-05,0.00921077,0.00569317,
174,-0.000188915,0.00935962,-0.020184,
175,-0.000190756,0.00891969,-0.021386,
176,8.82464e-05,0.00928709,0.00950206,
177,-1.58763e-05,0.00907088,-0.00175025,
178,-5.99705e-05,0.00916868,-0.0065408,
179,-0.00021815,0.0091606,-0.0238139,
180,-4.93017e-05,0.0090444,-0.00545108,
181,0.00019007,0.00905119,0.0209994,
182,-0.00023276,0.00934769,-0.0249003,
183,0.000141681,0.00925371,0.0153107,
184,-1.13069e-05,0.00912719,-0.00123881,
185,-0.000239508,0.00915538,-0.0261603,
186,-0.000128078,0.00927193,-0.0138135,
187,0.000140339,0.00919615,0.0152606,
188,-0.000260446,0.00911598,-0.0285703,
189,-0.000100792,0.0090604,-0.0111245,
190,0.000112887,0.00928763,0.0121546,
191,-0.000171349,0.00905521,-0.0189227,
192,7.60979e-05,0.00929116,0.00819035,
193,7.42491e-05,0.00929118,0.00799135,
194,-0.000165405,0.00953383,-0.0173492,
195,-0.000267074,0.00919536,-0.0290445,
196,1.71033e-05,0.0090552,0.00188878,
197,0.000101793,0.00928712,0.0109606,
198,9.27021e-06,0.00898911,0.00103127,
199,-0.000289142,0.00912487,-0.0316872,
200,-0.000205118,0.00944204,-0.0217239,
201,-0.000210238,0.00921591,-0.0228125,
202,-0.000114709,0.00939794,-0.0122058,
203,0.000135732,0.00904408,0.0150078,
204,-0.000178419,0.00916619,-0.0194649,
205,0.000117648,0.00926734,0.0126949,
206,-5.18662e-05,0.00922173,-0.00562435,
207,-1.41861e-05,0.00912387,-0.00155483,
208,-1.30145e-05,0.0093187,-0.0013966,
209,0.000165649,0.00919472,0.0180156,
210,-0.000148329,0.00906182,-0.0163686,
211,-0.000217966,0.00910151,-0.0239483,
212,-0.000278646,0.00912932,-0.0305221,
213,-6.59982e-05,0.00929237,-0.00710241,
214,-0.000131683,0.00934358,-0.0140934,
215,-5.37443e-05,0.00936035,-0.0057417,
216,8.88603e-05,0.00928309,0.00957228,
217,-0.000200605,0.00931821,-0.0215283,
218,-2.38508e-05,0.00932306,-0.00255826,
219,-4.08865e-06,0.009166,-0.000446067,
220,-0.000109296,0.00921646,-0.0118588,
221,-7.77435e-05,0.00916055,-0.00848677,
222,-0.000199477,0.00938584,-0.021253,
223,-8.75839e-05,0.00930732,-0.00941021,
224,-0.000208542,0.00900242,-0.0231651,
225,0.000205445,0.00904591,0.0227114,
226,-0.000196216,0.00900748,-0.0217837,
227,-0.000106875,0.00899699,-0.011879,
228,0.000174352,0.00920521,0.0189406,
229,-0.000222607,0.00917237,-0.0242693,
230,-0.000180644,0.00926669,-0.019494,
231,-4.74375e-05,0.00911946,-0.00520179,
232,1.82338e-05,0.00906366,0.00201175,
233,-0.00019068,0.00905685,-0.0210536,
234,3.02455e-05,0.00934209,0.00323756,
235,-0.00013436,0.00906745,-0.0148178,
236,-0.000354607,0.0093094,-0.0380913,
237,-0.000197465,0.00918106,-0.0215078,
238,8.6215e-06,0.00944699,0.000912618,
239,-0.000283056,0.00924561,-0.0306152,
240,0.000390665,0.00916902,0.042607,
241,-0.000191275,0.00925696,-0.0206629,
242,-9.78179e-05,0.00911698,-0.0107292,
243,0.000266074,0.0093776,0.0283734,
244,0.000108245,0.00917533,0.0117974,
245,-6.66039e-05,0.00944404,-0.00705248,
246,-7.09609e-05,0.00913241,-0.00777022,
247,-0.000215459,0.00912408,-0.0236143,
248,-0.00019994,0.00897419,-0.0222794,
249,-5.52152e-05,0.00928724,-0.00594527,
250,-0.000306825,0.00941362,-0.0325937,
251,-0.000303112,0.00949395,-0.0319269,
252,-0.000213701,0.00895572,-0.023862,
253,0.000141919,0.00894048,0.0158737,
254,-0.000122971,0.00913851,-0.0134564,
255,-0.000412321,0.00934652,-0.0441149,
256,-5.02578e-05,0.0092806,-0.00541537,
257,-0.000218707,0.00954653,-0.0229095,
258,-0.000131827,0.00912097,-0.0144531,
259,-3.63904e-05,0.00956375,-0.00380504,
260,0.000111361,0.00933334,0.0119315,
261,5.12385e-05,0.00919635,0.00557161,
262,-7.23147e-05,0.00910676,-0.00794077,
263,0.000207606,0.00923722,0.0224749,
264,0.000352247,0.00913976,0.0385401,
265,-3.80844e-05,0.00878527,-0.00433503,
266,0.000225349,0.0090807,0.0248163,
267,-0.000234338,0.00909208,-0.0257739,
268,-5.06853e-05,0.00926205,-0.00547236,
269,-0.00022015,0.00889895,-0.0247389,
270,-0.00034457,0.00931537,-0.0369894,
271,0.000127593,0.00930379,0.0137141,
272,-7.21228e-05,0.00905994,-0.00796063,
273,-9.79325e-05,0.00935785,-0.0104653,
274,-0.000428471,0.00912244,-0.0469689,
275,0.000223001,0.00909366,0.0245227,
276,5.87125e-06,0.00917124,0.000640181,
277,0.000161494,0.00926392,0.0174326,
278,-5.13249e-05,0.00909219,-0.00564495,
279,0.000346844,0.00917689,0.0377954,
280,-0.000189093,0.00930668,-0.020318,
281,-0.000281504,0.00918163,-0.0306595,
282,7.20859e-05,0.00915406,0.00787474,
283,0.000159605,0.0092776,0.0172032,
284,9.12155e-05,0.00912959,0.0099912,
285,-0.000410859,0.00942397,-0.0435972,
286,-4.36038e-05,0.0089619,-0.00486546,
287,-4.88378e-05,0.00928838,-0.00525794,
288,-8.17432e-05,0.00943839,-0.00866072,
289,-0.000205868,0.00920613,-0.022362,
290,0.000115393,0.00926735,0.0124515,
291,-4.40919e-05,0.00917491,-0.00480571,
292,-0.000247482,0.00903757,-0.0273837,
293,-7.74645e-05,0.00937287,-0.00826475,
294,-0.000175221,0.00903062,-0.019403,
295,-0.000139296,0.00922422,-0.0151011,
296,-0.000117013,0.0092237,-0.0126861,
297,-0.000215017,0.00920411,-0.0233609,
298,-0.000225599,0.00917291,-0.024594,
299,-0.000108517,0.00905218,-0.0119879,
300,-0.000121285,0.00945226,-0.0128313,
301,-0.000161037,0.00891896,-0.0180556,
302,-4.2907e-05,0.00933477,-0.00459648,
303,-0.00011228,0.00921867,-0.0121796,
304,0.000116792,0.00939259,0.0124345,
305,2.77267e-05,0.00905992,0.00306037,
306,-0.000219997,0.00914485,-0.0240569,
307,-0.000183901,0.00927862,-0.0198199,
308,0.00022251,0.00905702,0.0245677,
309,-0.00021581,0.009208,-0.0234372,
310,-0.000124174,0.00917591,-0.0135326,
311,-0.000390723,0.00925445,-0.04222,
312,8.5875e-05,0.00941144,0.00912453,
313,-4.61113e-05,0.00909597,-0.00506942,
314,-0.000199965,0.00945903,-0.0211401,
315,-0.000162682,0.00926934,-0.0175506,
316,6.01664e-05,0.0091387,0.00658369,
317,0.000176397,0.00940995,0.0187458,
318,0.000243636,0.00924427,0.0263554,
319,-8.88009e-05,0.00937655,-0.00947053,
320,-0.000208338,0.00910637,-0.0228783,
321,6.27492e-05,0.00933515,0.00672183,
322,0.000302678,0.00907977,0.0333354,
323,1.02457e-05,0.00921785,0.0011115,
324,0.000111981,0.00923264,0.0121288,
325,-8.65049e-05,0.0091482,-0.00945594,
326,0.000258045,0.009194,0.0280667,
327,-0.000390316,0.00925317,-0.0421819,
328,0.000141535,0.00907586,0.0155946,
329,0.000227654,0.0089877,0.0253296,
330,-0.000147866,0.00946905,-0.0156158,
331,-0.000124543,0.0094119,-0.0132325,
332,-0.000156325,0.00948264,-0.0164854,
333,-0.000143739,0.00939965,-0.015292,
334,-0.000195518,0.00929835,-0.0210271,
335,0.000279926,0.00900293,0.0310928,
336,-5.38712e-05,0.00915043,-0.00588729,
337,-0.0002293,0.00942886,-0.024319,
338,6.64183e-05,0.00932976,0.00711897,
339,0.00017472,0.00910103,0.0191978,
340,-8.70822e-05,0.00930562,-0.00935802,
341,6.53163e-05,0.00927045,0.00704565,
342,-9.57705e-05,0.00925956,-0.0103429,
343,0.000208039,0.00907052,0.0229357,
344,-0.000252773,0.00931083,-0.0271482,
345,-0.000214268,0.00926348,-0.0231303,
346,0.000195694,0.00921348,0.02124,
347,-8.64322e-05,0.00949053,-0.00910721,
348,0.000115906,0.00929404,0.012471,
349,-0.000341491,0.00939919,-0.036332,
350,0.000120418,0.00936892,0.0128529,
351,0.000170301,0.00932718,0.0182586,
352,-4.00282e-06,0.00917354,-0.000436344,
353,-0.000191539,0.00901791,-0.0212399,
354,-0.0002539,0.00914502,-0.0277637,
355,-0.000274482,0.00913204,-0.030057,
356,-0.000140496,0.00891302,-0.015763,
357,-0.000319514,0.00923328,-0.0346046,
358,7.16881e-06,0.00929802,0.000771004,
359,5.28851e-05,0.00931493,0.00567746,
360,-0.000293923,0.00892764,-0.0329228,
361,6.25088e-06,0.00929787,0.000672292,
362,-0.000222423,0.00899005,-0.024741,
363,-0.000369113,0.00902745,-0.0408878,
364,-2.00941e-05,0.00896468,-0.00224147,
365,0.000211161,0.00913462,0.0231165,
366,-8.01464e-05,0.00928703,-0.00862992,
367,-0.000344528,0.00936838,-0.0367756,
368,0.000175806,0.00893472,0.0196767,
369,-0.000125744,0.00924885,-0.0135956,
370,-0.000122725,0.00930017,-0.013196,
371,-0.000204528,0.00941784,-0.0217171,
372,0.000160361,0.0090192,0.01778,
373,0.00012056,0.00917474,0.0131404,
374,8.09172e-05,0.00887958,0.00911273,
375,0.000291385,0.00890924,0.0327059,
376,-9.13921e-05,0.00931428,-0.00981204,
377,-4.53294e-05,0.00903145,-0.00501906,
378,0.000145126,0.00931898,0.0155731,
379,5.82002e-05,0.00901591,0.00645527,
380,-0.000148501,0.00928089,-0.0160007,
381,9.58141e-05,0.00921386,0.0103989,
382,-0.000230754,0.00930251,-0.0248055,
383,0.000263772,0.00913455,0.0288763,
384,-8.72451e-05,0.00932724,-0.00935379,
385,0.00010457,0.00921351,0.0113497,
386,-0.00040933,0.00887973,-0.0460971,
387,9.38561e-06,0.00915034,0.00102571,
388,9.30788e-05,0.00920275,0.0101142,
389,-6.12297e-05,0.00910198,-0.00672708,
390,-0.000160603,0.00910787,-0.0176334,
391,0.000151008,0.00932558,0.0161928,
392,-0.000171342,0.00940676,-0.0182148,
393,7.42726e-05,0.00892455,0.00832228,
394,-7.71433e-05,0.00936093,-0.00824099,
395,1.16017e-05,0.00901297,0.00128723,
396,-0.000115758,0.00922181,-0.0125526,
397,-0.000129373,0.00921262,-0.014043,
398,-6.15096e-05,0.00904408,-0.00680109,
399,0.000176786,0.00921422,0.0191862,
400,1.29221e-05,0.00916841,0.00140941,
401,-3.40772e-06,0.00926833,-0.000367674,
402,-9.14732e-05,0.00928286,-0.00985399,
403,-0.000203901,0.00936741,-0.021767,
404,-0.000357193,0.00923093,-0.0386952,
405,-3.97681e-05,0.00916446,-0.00433938,
406,0.000154048,0.00940703,0.0163758,
407,-0.000169931,0.00939562,-0.0180862,
408,-0.000115215,0.00925184,-0.0124532,
409,1.66576e-05,0.00908684,0.00183315,
410,0.00015751,0.00874188,0.0180178,
411,0.000140097,0.009407,0.0148928,
412,1.11233e-05,0.00934149,0.00119074,
413,-3.70424e-05,0.00939824,-0.00394142,
414,0.00012423,0.00908084,0.0136804,
415,0.000338898,0.00927811,0.0365267,
416,4.22966e-05,0.00900254,0.00469829,
417,7.09358e-05,0.0095121,0.00745743,
418,1.98935e-05,0.00939412,0.00211765,
419,0.000259599,0.00937929,0.0276779,
420,-0.000190401,0.00912565,-0.0208644,
421,-0.000323059,0.00918637,-0.0351672,
422,-0.000203073,0.0089775,-0.0226202,
423,-0.000127138,0.00909358,-0.0139811,
424,0.000122447,0.00923337,0.0132614,
425,-0.000195234,0.009281,-0.0210358,
426,-0.000351304,0.00905769,-0.0387852,
427,-0.000141491,0.00930578,-0.0152047,
428,0.000207348,0.00925671,0.0223998,
429,-5.39764e-05,0.00928957,-0.00581043,
430,9.66036e-05,0.00938264,0.010296,
431,-8.3388e-05,0.00894306,-0.00932433,
432,-0.000128331,0.00926219,-0.0138554,
433,7.42071e-05,0.00914771,0.0081121,
434,-1.10739e-05,0.00897182,-0.00123429,
435,-0.000368795,0.00935154,-0.0394368,
436,-0.00011091,0.00919989,-0.0120556,
437,2.9499e-05,0.00908035,0.00324867,
438,0.00014681,0.00924732,0.015876,
439,0.000115783,0.00915822,0.0126425,
440,1.22556e-05,0.00899149,0.00136302,
441,0.000360953,0.00928979,0.0388548,
442,-9.84589e-05,0.00917582,-0.0107303,
443,-0.00023492,0.00940527,-0.0249775,
444,2.68615e-05,0.00933959,0.00287609,
445,0.000391023,0.00908059,0.0430615,
446,-0.000245381,0.0092998,-0.0263857,
447,6.60691e-05,0.00899508,0.00734503,
448,6.98535e-05,0.00924993,0.00755179,
449,5.37854e-06,0.00922878,0.000582801,
450,-2.60343e-05,0.00914294,-0.00284747,
451,0.000167536,0.00903286,0.0185474,
452,0.000247411,0.00915187,0.027034,
453,-9.93016e-05,0.00893502,-0.0111138,
454,-0.000103519,0.00918401,-0.0112717,
455,-0.000199953,0.00909826,-0.021977,
456,-0.000163802,0.00920715,-0.0177907,
457,-0.000175629,0.0091333,-0.0192295,
458,-8.40155e-05,0.00929682,-0.00903701,
459,-4.77907e-05,0.00914628,-0.00522515,
460,-0.000142366,0.0095352,-0.0149305,
461,-7.6372e-05,0.00912884,-0.00836602,
462,-0.000100108,0.00929927,-0.0107651,
463,-0.000222512,0.00907236,-0.0245263,
464,0.00019721,0.00891607,0.0221185,
465,-0.000198624,0.00905941,-0.0219246,
466,3.79667e-05,0.00921478,0.00412019,
467,8.29146e-05,0.00925645,0.00895749,
468,1.32354e-05,0.00951102,0.00139159,
469,-0.000357056,0.00941433,-0.0379269,
470,-0.000204243,0.00924728,-0.0220869,
471,-0.000186435,0.00897435,-0.0207742,
472,8.05385e-05,0.00916214,0.00879036,
473,0.000275281,0.00920523,0.0299048,
474,0.000302546,0.00945616,0.0319946,
475,0.00031421,0.00949027,0.0331087,
476,-0.000256534,0.00921632,-0.0278347,
477,0.000191444,0.00927566,0.0206394,
478,8.57159e-05,0.0092415,0.0092751,
479,4.74878e-05,0.00891888,0.00532441,
480,-4.47011e-05,0.0089027,-0.00502107,
481,-5.68022e-05,0.00938519,-0.00605233,
482,-4.72951e-06,0.00917877,-0.000515267,
483,-0.000169182,0.00939444,-0.0180088,
484,-0.000406018,0.00954537,-0.0425356,
485,-0.000163451,0.0091232,-0.017916,
486,1.93288e-05,0.00930091,0.00207816,
487,-4.8969e-05,0.00937686,-0.00522232,
488,-0.000266467,0.00928888,-0.0286867,
489,-1.01011e-05,0.00909297,-0.00111087,
490,-0.000390577,0.00922112,-0.0423568,
491,-0.000192946,0.0093906,-0.0205468,
492,5.329e-05,0.00913794,0.00583173,
493,0.000283102,0.00911974,0.0310428,
494,-6.08817e-05,0.0092985,-0.00654748,
495,-9.53709e-05,0.00928559,-0.0102709,
496,-0.000294582,0.00935653,-0.0314841,
497,1.58336e-05,0.00923389,0.00171472,
498,-0.000278652,0.00913868,-0.0304914,
499,-0.000329134,0.00885286,-0.0371782,
500,7.79247e-05,0.00903722,0.00862264,
501,-5.50535e-05,0.0091052,-0.00604638,
502,0.000271319,0.00895403,0.0303013,
503,-0.000245144,0.00919584,-0.0266582,
504,-0.00011898,0.00912981,-0.0130321,
505,-5.93382e-05,0.00926715,-0.00640306,
506,-0.000103838,0.00894805,-0.0116045,
507,-0.00016411,0.0094047,-0.0174498,
508,5.52419e-05,0.00924426,0.0059758,
509,1.02385e-05,0.0091751,0.0011159,
510,-0.000172377,0.00934514,-0.0184457,
511,4.61874e-05,0.00934778,0.004941,
512,-3.85639e-05,0.00928822,-0.00415192,
513,-3.7342e-05,0.00923785,-0.00404228,
514,-0.000240475,0.00910703,-0.0264054,
515,-0.000124352,0.00925512,-0.013436,
516,-0.000244859,0.00923493,-0.0265144,
517,0.0001502,0.00922061,0.0162896,
518,-6.52912e-05,0.00934219,-0.00698885,
519,-3.27537e-05,0.00906098,-0.00361481,
520,2.92745e-05,0.00917488,0.00319073,
521,0.000156037,0.00907965,0.0171853,
522,4.56573e-05,0.00918799,0.00496924,
523,-0.000181327,0.0093556,-0.0193816,
524,6.33443e-05,0.0091766,0.0069028,
525,8.6542e-05,0.00908161,0.00952937,
526,0.000299535,0.00916678,0.0326762,
527,-4.44723e-05,0.00895911,-0.00496392,
528,2.69147e-05,0.0091481,0.00294211,
529,2.02532e-05,0.00922069,0.0021965,
530,-9.45746e-05,0.00921652,-0.0102614,
531,-0.000195154,0.00911798,-0.0214032,
532,-3.58379e-05,0.00940024,-0.00381245,
533,0.000111567,0.00917772,0.0121563,
534,-0.000342333,0.0091076,-0.0375876,
535,-0.000290078,0.00917314,-0.0316226,
536,0.000340375,0.00911439,0.0373448,
537,-7.17401e-05,0.00907579,-0.00790456,
538,4.40398e-05,0.00902302,0.00488083,
539,-0.000431075,0.00930903,-0.0463072,
540,-7.36864e-05,0.00960089,-0.00767495,
541,-0.00010796,0.00929819,-0.0116109,
542,-1.44119e-05,0.00937101,-0.00153793,
543,0.000109704,0.00932833,0.0117603,
544,-0.000271782,0.00908668,-0.0299099,
545,-0.000193992,0.00948729,-0.0204476,
546,-0.000188255,0.00913936,-0.0205983,
547,0.000382147,0.00907049,0.0421308,
548,-0.0001059,0.00910475,-0.0116313,
549,-2.80941e-05,0.00920542,-0.00305191,
550,-0.000282876,0.00921912,-0.0306836,
551,-0.000110638,0.00919699,-0.0120298,
552,0.000229844,0.00954747,0.0240738,
553,-5.57205e-05,0.00903585,-0.0061666,
554,0.000117301,0.0092674,0.0126574,
555,-0.000294152,0.00932581,-0.0315418,
556,-6.69813e-06,0.00902561,-0.000742125,
557,-6.18239e-07,0.0091032,-6.79144e-05,
558,7.58657e-05,0.00926605,0.0081875,
559,-7.89501e-05,0.00933227,-0.0084599,
560,-0.000385643,0.0093245,-0.041358,
561,-0.000230622,0.00931465,-0.0247591,
562,0.000231275,0.00929935,0.02487,
563,-0.000344602,0.00897453,-0.0383978,
564,-8.80968e-05,0.00916097,-0.00961654,
565,-5.67721e-05,0.00906583,-0.00626221,
566,1.99815e-05,0.00916012,0.00218136,
567,4.26425e-05,0.00924879,0.0046106,
568,-3.64814e-05,0.0091562,-0.00398434,
569,0.000444803,0.00934631,0.0475913,
570,-1.71993e-05,0.00890904,-0.00193054,
571,0.000200593,0.00926767,0.0216443,
572,3.10205e-05,0.00915035,0.00339009,
573,-0.000144545,0.00913495,-0.0158233,
574,-0.000116397,0.00882452,-0.0131902,
575,-0.000358686,0.00921635,-0.0389185,
576,-4.99665e-05,0.0094387,-0.00529379,
577,8.75638e-05,0.00901152,0.00971688,
578,-2.37308e-05,0.00929684,-0.00255256,
579,0.000262147,0.00953906,0.0274814,
580,0.000161761,0.00927024,0.0174495,
581,-0.000133085,0.00931339,-0.0142897,
582,-1.11981e-05,0.00890346,-0.00125772,
583,-5.78735e-05,0.00931243,-0.00621465,
584,0.000293541,0.00917234,0.0320029,
585,-4.82876e-06,0.00916578,-0.000526825,
586,0.000105301,0.009063,0.0116187,
587,-3.98023e-05,0.00921762,-0.00431806,
588,0.000118088,0.00929974,0.012698,
589,-0.000277086,0.00912347,-0.0303707,
590,-5.45195e-05,0.00926075,-0.00588715,
591,-0.000189288,0.00922099,-0.020528,
592,0.000125468,0.00915614,0.0137032,
593,-0.000219239,0.00913264,-0.0240061,
594,-0.000217473,0.00904409,-0.0240458,
595,-3.54889e-05,0.00929805,-0.00381681,
596,0.000120245,0.00926719,0.0129753,
597,-4.9053e-05,0.00940326,-0.00521659,
598,7.9413e-05,0.00918129,0.00864944,
599,0.000162968,0.00924012,0.017637,
600,-0.000313286,0.00931376,-0.0336369,
601,-7.73417e-05,0.00919451,-0.00841173,
602,-0.000174288,0.0094528,-0.0184378,
603,-0.000288832,0.00911943,-0.0316721,
604,-9.13158e-05,0.00918494,-0.0099419,
605,-3.74009e-05,0.00901153,-0.00415034,
606,1.20576e-05,0.00913612,0.00131977,
